,subject_id,trial_index,palette,concept,concept_cat,color_index,sem_contrast,rating,log_spec,accuracy
4705,81lffomubr,1240,15,driving,activities,62,0.949,0.7,-2.7531029318499223,1
4706,81lffomubr,1240,15,safety,features,67,0.872,0.75,-2.629543317344972,1
4707,81lffomubr,1240,15,comfort,features,45,0.87,0.672,-11.512925464970229,1
4708,81lffomubr,1241,14,corn,vegetables,68,0.964,0.875,-0.3982917379023851,1
4709,81lffomubr,1241,14,carrot,vegetables,59,0.945,0.652,-0.015028558610303744,1
4710,81lffomubr,1241,14,efficiency,features,36,0.954,0.742,-3.436635922643991,1
4711,81lffomubr,1241,14,speed,features,62,0.987,0.85,-2.6734566059538247,1
4712,81lffomubr,1242,12,working,activities,26,0.962,0.625,-4.129446133086593,1
4713,81lffomubr,1242,12,leisure,activities,35,0.932,0.742,-3.6505726374388012,1
4714,81lffomubr,1242,12,peach,fruits,47,0.959,0.875,-0.10535879219645802,1
4715,81lffomubr,1242,12,cherry,fruits,62,1.0,0.875,-0.04344806670581117,1
4716,81lffomubr,1243,9,sleeping,activities,24,0.992,0.8,-1.9968185602622677,1
4717,81lffomubr,1243,9,driving,activities,62,0.994,0.7,-2.7531029318499223,1
4718,81lffomubr,1243,9,grape,fruits,17,0.996,0.85,-1.1579603179296847,1
4719,81lffomubr,1243,9,banana,fruits,58,0.996,0.75,9.999950000398841e-06,1
4720,81lffomubr,1244,10,working,activities,45,0.664,0.342,-4.129446133086593,1
4721,81lffomubr,1244,10,leisure,activities,9,0.794,0.652,-3.6505726374388012,0
4722,81lffomubr,1244,10,efficiency,features,11,0.712,0.742,-3.436635922643991,0
4723,81lffomubr,1244,10,speed,features,62,0.967,0.85,-2.6734566059538247,1
4724,81lffomubr,1245,11,eggplant,vegetables,7,0.979,0.85,-0.21717011946923673,1
4725,81lffomubr,1245,11,celery,vegetables,54,0.834,0.785,-0.16826240595420835,1
4726,81lffomubr,1245,11,safety,features,68,0.798,0.7,-2.629543317344972,1
4727,81lffomubr,1245,11,comfort,features,45,0.819,0.672,-11.512925464970229,1
4728,81lffomubr,1246,8,corn,vegetables,68,1.0,0.875,-0.3982917379023851,1
4729,81lffomubr,1246,8,carrot,vegetables,61,0.995,0.875,-0.015028558610303744,1
4730,81lffomubr,1246,8,peach,fruits,47,0.995,0.875,-0.10535879219645802,1
4731,81lffomubr,1246,8,cherry,fruits,49,1.0,0.875,-0.04344806670581117,1
4732,81lffomubr,1247,13,eggplant,vegetables,14,0.869,0.875,-0.21717011946923673,1
4733,81lffomubr,1247,13,celery,vegetables,39,0.999,0.785,-0.16826240595420835,1
4734,81lffomubr,1247,13,grape,fruits,9,0.868,0.7,-1.1579603179296847,1
4735,81lffomubr,1247,13,banana,fruits,68,1.0,0.875,9.999950000398841e-06,1
4736,81lffomubr,1248,11,eggplant,vegetables,7,0.979,0.85,-0.21717011946923673,1
4737,81lffomubr,1248,11,celery,vegetables,54,0.834,0.785,-0.16826240595420835,1
4738,81lffomubr,1248,11,safety,features,68,0.798,0.7,-2.629543317344972,1
4739,81lffomubr,1248,11,comfort,features,45,0.819,0.672,-11.512925464970229,1
4740,81lffomubr,1249,14,corn,vegetables,68,0.964,0.875,-0.3982917379023851,1
4741,81lffomubr,1249,14,carrot,vegetables,59,0.945,0.652,-0.015028558610303744,1
4742,81lffomubr,1249,14,efficiency,features,36,0.954,0.742,-3.436635922643991,1
4743,81lffomubr,1249,14,speed,features,62,0.987,0.85,-2.6734566059538247,1
4744,81lffomubr,1250,13,eggplant,vegetables,14,0.869,0.875,-0.21717011946923673,0
4745,81lffomubr,1250,13,celery,vegetables,39,0.999,0.785,-0.16826240595420835,1
4746,81lffomubr,1250,13,grape,fruits,9,0.868,0.7,-1.1579603179296847,0
4747,81lffomubr,1250,13,banana,fruits,68,1.0,0.875,9.999950000398841e-06,1
4748,81lffomubr,1251,12,working,activities,26,0.962,0.625,-4.129446133086593,0
4749,81lffomubr,1251,12,leisure,activities,35,0.932,0.742,-3.6505726374388012,0
4750,81lffomubr,1251,12,peach,fruits,47,0.959,0.875,-0.10535879219645802,1
4751,81lffomubr,1251,12,cherry,fruits,62,1.0,0.875,-0.04344806670581117,1
4752,81lffomubr,1252,10,working,activities,45,0.664,0.342,-4.129446133086593,1
4753,81lffomubr,1252,10,leisure,activities,9,0.794,0.652,-3.6505726374388012,1
4754,81lffomubr,1252,10,efficiency,features,11,0.712,0.742,-3.436635922643991,1
4755,81lffomubr,1252,10,speed,features,62,0.967,0.85,-2.6734566059538247,1
4756,81lffomubr,1253,8,corn,vegetables,68,1.0,0.875,-0.3982917379023851,1
4757,81lffomubr,1253,8,carrot,vegetables,61,0.995,0.875,-0.015028558610303744,1
4758,81lffomubr,1253,8,peach,fruits,47,0.995,0.875,-0.10535879219645802,1
4759,81lffomubr,1253,8,cherry,fruits,49,1.0,0.875,-0.04344806670581117,1
4760,81lffomubr,1254,15,sleeping,activities,24,0.977,0.8,-1.9968185602622677,1
4761,81lffomubr,1254,15,driving,activities,62,0.949,0.7,-2.7531029318499223,1
4762,81lffomubr,1254,15,safety,features,67,0.872,0.75,-2.629543317344972,1
4763,81lffomubr,1254,15,comfort,features,45,0.87,0.672,-11.512925464970229,1
4764,81lffomubr,1255,9,sleeping,activities,24,0.992,0.8,-1.9968185602622677,1
4765,81lffomubr,1255,9,driving,activities,62,0.994,0.7,-2.7531029318499223,1
4766,81lffomubr,1255,9,grape,fruits,17,0.996,0.85,-1.1579603179296847,1
4767,81lffomubr,1255,9,banana,fruits,58,0.996,0.75,9.999950000398841e-06,1
4768,81lffomubr,1256,14,efficiency,features,36,0.954,0.742,-3.436635922643991,1
4769,81lffomubr,1256,14,speed,features,62,0.987,0.85,-2.6734566059538247,1
4770,81lffomubr,1256,14,corn,vegetables,68,0.964,0.875,-0.3982917379023851,1
4771,81lffomubr,1256,14,carrot,vegetables,59,0.945,0.652,-0.015028558610303744,1
4772,81lffomubr,1257,8,peach,fruits,47,0.995,0.875,-0.10535879219645802,1
4773,81lffomubr,1257,8,cherry,fruits,49,1.0,0.875,-0.04344806670581117,1
4774,81lffomubr,1257,8,corn,vegetables,68,1.0,0.875,-0.3982917379023851,1
4775,81lffomubr,1257,8,carrot,vegetables,61,0.995,0.875,-0.015028558610303744,1
4776,81lffomubr,1258,15,safety,features,67,0.872,0.75,-2.629543317344972,1
4777,81lffomubr,1258,15,comfort,features,45,0.87,0.672,-11.512925464970229,1
4778,81lffomubr,1258,15,sleeping,activities,24,0.977,0.8,-1.9968185602622677,1
4779,81lffomubr,1258,15,driving,activities,62,0.949,0.7,-2.7531029318499223,1
4780,81lffomubr,1259,10,efficiency,features,11,0.712,0.742,-3.436635922643991,0
4781,81lffomubr,1259,10,speed,features,62,0.967,0.85,-2.6734566059538247,1
4782,81lffomubr,1259,10,working,activities,45,0.664,0.342,-4.129446133086593,0
4783,81lffomubr,1259,10,leisure,activities,9,0.794,0.652,-3.6505726374388012,0
4784,81lffomubr,1260,9,grape,fruits,17,0.996,0.85,-1.1579603179296847,1
4785,81lffomubr,1260,9,banana,fruits,58,0.996,0.75,9.999950000398841e-06,1
4786,81lffomubr,1260,9,sleeping,activities,24,0.992,0.8,-1.9968185602622677,1
4787,81lffomubr,1260,9,driving,activities,62,0.994,0.7,-2.7531029318499223,1
4788,81lffomubr,1261,12,peach,fruits,47,0.959,0.875,-0.10535879219645802,1
4789,81lffomubr,1261,12,cherry,fruits,62,1.0,0.875,-0.04344806670581117,1
4790,81lffomubr,1261,12,working,activities,26,0.962,0.625,-4.129446133086593,0
4791,81lffomubr,1261,12,leisure,activities,35,0.932,0.742,-3.6505726374388012,0
4792,81lffomubr,1262,13,grape,fruits,9,0.868,0.7,-1.1579603179296847,1
4793,81lffomubr,1262,13,banana,fruits,68,1.0,0.875,9.999950000398841e-06,1
4794,81lffomubr,1262,13,eggplant,vegetables,14,0.869,0.875,-0.21717011946923673,1
4795,81lffomubr,1262,13,celery,vegetables,39,0.999,0.785,-0.16826240595420835,1
4796,81lffomubr,1263,11,safety,features,68,0.798,0.7,-2.629543317344972,1
4797,81lffomubr,1263,11,comfort,features,45,0.819,0.672,-11.512925464970229,1
4798,81lffomubr,1263,11,eggplant,vegetables,7,0.979,0.85,-0.21717011946923673,1
4799,81lffomubr,1263,11,celery,vegetables,54,0.834,0.785,-0.16826240595420835,1
4800,81lffomubr,1264,14,carrot,vegetables,59,0.945,0.652,-0.015028558610303744,0
4801,81lffomubr,1264,14,efficiency,features,36,0.954,0.742,-3.436635922643991,0
4802,81lffomubr,1264,14,speed,features,62,0.987,0.85,-2.6734566059538247,0
4803,81lffomubr,1264,14,corn,vegetables,68,0.964,0.875,-0.3982917379023851,1
4804,81lffomubr,1265,9,driving,activities,62,0.994,0.7,-2.7531029318499223,1
4805,81lffomubr,1265,9,grape,fruits,17,0.996,0.85,-1.1579603179296847,1
4806,81lffomubr,1265,9,banana,fruits,58,0.996,0.75,9.999950000398841e-06,1
4807,81lffomubr,1265,9,sleeping,activities,24,0.992,0.8,-1.9968185602622677,1
4808,81lffomubr,1266,10,leisure,activities,9,0.794,0.652,-3.6505726374388012,0
4809,81lffomubr,1266,10,efficiency,features,11,0.712,0.742,-3.436635922643991,0
4810,81lffomubr,1266,10,speed,features,62,0.967,0.85,-2.6734566059538247,1
4811,81lffomubr,1266,10,working,activities,45,0.664,0.342,-4.129446133086593,1
4812,81lffomubr,1267,8,carrot,vegetables,61,0.995,0.875,-0.015028558610303744,1
4813,81lffomubr,1267,8,peach,fruits,47,0.995,0.875,-0.10535879219645802,1
4814,81lffomubr,1267,8,cherry,fruits,49,1.0,0.875,-0.04344806670581117,1
4815,81lffomubr,1267,8,corn,vegetables,68,1.0,0.875,-0.3982917379023851,1
4816,81lffomubr,1268,12,leisure,activities,35,0.932,0.742,-3.6505726374388012,1
4817,81lffomubr,1268,12,peach,fruits,47,0.959,0.875,-0.10535879219645802,1
4818,81lffomubr,1268,12,cherry,fruits,62,1.0,0.875,-0.04344806670581117,1
4819,81lffomubr,1268,12,working,activities,26,0.962,0.625,-4.129446133086593,1
4820,81lffomubr,1269,13,celery,vegetables,39,0.999,0.785,-0.16826240595420835,1
4821,81lffomubr,1269,13,grape,fruits,9,0.868,0.7,-1.1579603179296847,0
4822,81lffomubr,1269,13,banana,fruits,68,1.0,0.875,9.999950000398841e-06,1
4823,81lffomubr,1269,13,eggplant,vegetables,14,0.869,0.875,-0.21717011946923673,0
4824,81lffomubr,1270,15,driving,activities,62,0.949,0.7,-2.7531029318499223,1
4825,81lffomubr,1270,15,safety,features,67,0.872,0.75,-2.629543317344972,1
4826,81lffomubr,1270,15,comfort,features,45,0.87,0.672,-11.512925464970229,1
4827,81lffomubr,1270,15,sleeping,activities,24,0.977,0.8,-1.9968185602622677,1
4828,81lffomubr,1271,11,celery,vegetables,54,0.834,0.785,-0.16826240595420835,1
4829,81lffomubr,1271,11,safety,features,68,0.798,0.7,-2.629543317344972,1
4830,81lffomubr,1271,11,comfort,features,45,0.819,0.672,-11.512925464970229,1
4831,81lffomubr,1271,11,eggplant,vegetables,7,0.979,0.85,-0.21717011946923673,1
4832,81lffomubr,1272,11,safety,features,68,0.798,0.7,-2.629543317344972,1
4833,81lffomubr,1272,11,comfort,features,45,0.819,0.672,-11.512925464970229,1
4834,81lffomubr,1272,11,eggplant,vegetables,7,0.979,0.85,-0.21717011946923673,1
4835,81lffomubr,1272,11,celery,vegetables,54,0.834,0.785,-0.16826240595420835,1
4836,81lffomubr,1273,10,efficiency,features,11,0.712,0.742,-3.436635922643991,0
4837,81lffomubr,1273,10,speed,features,62,0.967,0.85,-2.6734566059538247,1
4838,81lffomubr,1273,10,working,activities,45,0.664,0.342,-4.129446133086593,0
4839,81lffomubr,1273,10,leisure,activities,9,0.794,0.652,-3.6505726374388012,0
4840,81lffomubr,1274,13,grape,fruits,9,0.868,0.7,-1.1579603179296847,0
4841,81lffomubr,1274,13,banana,fruits,68,1.0,0.875,9.999950000398841e-06,1
4842,81lffomubr,1274,13,eggplant,vegetables,14,0.869,0.875,-0.21717011946923673,0
4843,81lffomubr,1274,13,celery,vegetables,39,0.999,0.785,-0.16826240595420835,1
4844,81lffomubr,1275,15,safety,features,67,0.872,0.75,-2.629543317344972,1
4845,81lffomubr,1275,15,comfort,features,45,0.87,0.672,-11.512925464970229,1
4846,81lffomubr,1275,15,sleeping,activities,24,0.977,0.8,-1.9968185602622677,1
4847,81lffomubr,1275,15,driving,activities,62,0.949,0.7,-2.7531029318499223,1
4848,81lffomubr,1276,12,peach,fruits,47,0.959,0.875,-0.10535879219645802,1
4849,81lffomubr,1276,12,cherry,fruits,62,1.0,0.875,-0.04344806670581117,1
4850,81lffomubr,1276,12,working,activities,26,0.962,0.625,-4.129446133086593,1
4851,81lffomubr,1276,12,leisure,activities,35,0.932,0.742,-3.6505726374388012,1
4852,81lffomubr,1277,8,peach,fruits,47,0.995,0.875,-0.10535879219645802,1
4853,81lffomubr,1277,8,cherry,fruits,49,1.0,0.875,-0.04344806670581117,1
4854,81lffomubr,1277,8,corn,vegetables,68,1.0,0.875,-0.3982917379023851,1
4855,81lffomubr,1277,8,carrot,vegetables,61,0.995,0.875,-0.015028558610303744,1
4856,81lffomubr,1278,14,efficiency,features,36,0.954,0.742,-3.436635922643991,1
4857,81lffomubr,1278,14,speed,features,62,0.987,0.85,-2.6734566059538247,1
4858,81lffomubr,1278,14,corn,vegetables,68,0.964,0.875,-0.3982917379023851,1
4859,81lffomubr,1278,14,carrot,vegetables,59,0.945,0.652,-0.015028558610303744,1
4860,81lffomubr,1279,9,grape,fruits,17,0.996,0.85,-1.1579603179296847,1
4861,81lffomubr,1279,9,banana,fruits,58,0.996,0.75,9.999950000398841e-06,1
4862,81lffomubr,1279,9,sleeping,activities,24,0.992,0.8,-1.9968185602622677,1
4863,81lffomubr,1279,9,driving,activities,62,0.994,0.7,-2.7531029318499223,1
4864,181caumdk1,1280,1,sleeping,activities,24,0.998,0.8,-1.9968185602622677,1
4865,181caumdk1,1280,1,driving,activities,68,0.997,0.675,-2.7531029318499223,1
4866,181caumdk1,1280,1,peach,fruits,60,1.0,0.825,-0.10535879219645802,1
4867,181caumdk1,1280,1,cherry,fruits,49,0.999,0.875,-0.04344806670581117,1
4868,181caumdk1,1281,0,corn,vegetables,43,0.721,0.45,-0.3982917379023851,1
4869,181caumdk1,1281,0,carrot,vegetables,61,0.999,0.875,-0.015028558610303744,1
4870,181caumdk1,1281,0,grape,fruits,7,1.0,0.875,-1.1579603179296847,1
4871,181caumdk1,1281,0,banana,fruits,67,0.722,0.675,9.999950000398841e-06,1
4872,181caumdk1,1282,4,working,activities,26,0.947,0.625,-4.129446133086593,1
4873,181caumdk1,1282,4,leisure,activities,35,0.947,0.742,-3.6505726374388012,1
4874,181caumdk1,1282,4,grape,fruits,14,0.988,0.875,-1.1579603179296847,1
4875,181caumdk1,1282,4,banana,fruits,68,0.965,0.875,9.999950000398841e-06,1
4876,181caumdk1,1283,2,working,activities,26,0.707,0.625,-4.129446133086593,1
4877,181caumdk1,1283,2,leisure,activities,9,0.779,0.652,-3.6505726374388012,1
4878,181caumdk1,1283,2,safety,features,64,0.76,0.742,-2.629543317344972,1
4879,181caumdk1,1283,2,comfort,features,45,0.644,0.672,-11.512925464970229,1
4880,181caumdk1,1284,3,eggplant,vegetables,17,0.998,0.85,-0.21717011946923673,1
4881,181caumdk1,1284,3,celery,vegetables,53,0.955,0.725,-0.16826240595420835,1
4882,181caumdk1,1284,3,efficiency,features,27,0.946,0.675,-3.436635922643991,1
4883,181caumdk1,1284,3,speed,features,62,0.993,0.85,-2.6734566059538247,1
4884,181caumdk1,1285,7,sleeping,activities,24,0.983,0.8,-1.9968185602622677,1
4885,181caumdk1,1285,7,driving,activities,68,0.824,0.675,-2.7531029318499223,0
4886,181caumdk1,1285,7,efficiency,features,51,0.858,0.732,-3.436635922643991,0
4887,181caumdk1,1285,7,speed,features,48,0.879,0.742,-2.6734566059538247,1
4888,181caumdk1,1286,6,corn,vegetables,68,0.889,0.875,-0.3982917379023851,1
4889,181caumdk1,1286,6,carrot,vegetables,61,0.986,0.875,-0.015028558610303744,1
4890,181caumdk1,1286,6,safety,features,64,0.816,0.742,-2.629543317344972,0
4891,181caumdk1,1286,6,comfort,features,45,0.865,0.672,-11.512925464970229,0
4892,181caumdk1,1287,5,eggplant,vegetables,1,1.0,0.75,-0.21717011946923673,1
4893,181caumdk1,1287,5,celery,vegetables,66,1.0,0.742,-0.16826240595420835,1
4894,181caumdk1,1287,5,peach,fruits,60,1.0,0.825,-0.10535879219645802,1
4895,181caumdk1,1287,5,cherry,fruits,62,1.0,0.875,-0.04344806670581117,1
4896,181caumdk1,1288,4,leisure,activities,35,0.947,0.742,-3.6505726374388012,1
4897,181caumdk1,1288,4,grape,fruits,14,0.988,0.875,-1.1579603179296847,1
4898,181caumdk1,1288,4,banana,fruits,68,0.965,0.875,9.999950000398841e-06,1
4899,181caumdk1,1288,4,working,activities,26,0.947,0.625,-4.129446133086593,1
4900,181caumdk1,1289,2,leisure,activities,9,0.779,0.652,-3.6505726374388012,0
4901,181caumdk1,1289,2,safety,features,64,0.76,0.742,-2.629543317344972,0
4902,181caumdk1,1289,2,comfort,features,45,0.644,0.672,-11.512925464970229,0
4903,181caumdk1,1289,2,working,activities,26,0.707,0.625,-4.129446133086593,1
4904,181caumdk1,1290,3,celery,vegetables,53,0.955,0.725,-0.16826240595420835,1
4905,181caumdk1,1290,3,efficiency,features,27,0.946,0.675,-3.436635922643991,1
4906,181caumdk1,1290,3,speed,features,62,0.993,0.85,-2.6734566059538247,1
4907,181caumdk1,1290,3,eggplant,vegetables,17,0.998,0.85,-0.21717011946923673,1
4908,181caumdk1,1291,0,carrot,vegetables,61,0.999,0.875,-0.015028558610303744,1
4909,181caumdk1,1291,0,grape,fruits,7,1.0,0.875,-1.1579603179296847,1
4910,181caumdk1,1291,0,banana,fruits,67,0.722,0.675,9.999950000398841e-06,0
4911,181caumdk1,1291,0,corn,vegetables,43,0.721,0.45,-0.3982917379023851,0
4912,181caumdk1,1292,5,celery,vegetables,66,1.0,0.742,-0.16826240595420835,1
4913,181caumdk1,1292,5,peach,fruits,60,1.0,0.825,-0.10535879219645802,1
4914,181caumdk1,1292,5,cherry,fruits,62,1.0,0.875,-0.04344806670581117,1
4915,181caumdk1,1292,5,eggplant,vegetables,1,1.0,0.75,-0.21717011946923673,1
4916,181caumdk1,1293,1,driving,activities,68,0.997,0.675,-2.7531029318499223,1
4917,181caumdk1,1293,1,peach,fruits,60,1.0,0.825,-0.10535879219645802,1
4918,181caumdk1,1293,1,cherry,fruits,49,0.999,0.875,-0.04344806670581117,1
4919,181caumdk1,1293,1,sleeping,activities,24,0.998,0.8,-1.9968185602622677,1
4920,181caumdk1,1294,7,driving,activities,68,0.824,0.675,-2.7531029318499223,1
4921,181caumdk1,1294,7,efficiency,features,51,0.858,0.732,-3.436635922643991,0
4922,181caumdk1,1294,7,speed,features,48,0.879,0.742,-2.6734566059538247,0
4923,181caumdk1,1294,7,sleeping,activities,24,0.983,0.8,-1.9968185602622677,1
4924,181caumdk1,1295,6,carrot,vegetables,61,0.986,0.875,-0.015028558610303744,1
4925,181caumdk1,1295,6,safety,features,64,0.816,0.742,-2.629543317344972,0
4926,181caumdk1,1295,6,comfort,features,45,0.865,0.672,-11.512925464970229,0
4927,181caumdk1,1295,6,corn,vegetables,68,0.889,0.875,-0.3982917379023851,1
4928,181caumdk1,1296,5,celery,vegetables,66,1.0,0.742,-0.16826240595420835,1
4929,181caumdk1,1296,5,peach,fruits,60,1.0,0.825,-0.10535879219645802,1
4930,181caumdk1,1296,5,cherry,fruits,62,1.0,0.875,-0.04344806670581117,1
4931,181caumdk1,1296,5,eggplant,vegetables,1,1.0,0.75,-0.21717011946923673,1
4932,181caumdk1,1297,6,carrot,vegetables,61,0.986,0.875,-0.015028558610303744,1
4933,181caumdk1,1297,6,safety,features,64,0.816,0.742,-2.629543317344972,0
4934,181caumdk1,1297,6,comfort,features,45,0.865,0.672,-11.512925464970229,0
4935,181caumdk1,1297,6,corn,vegetables,68,0.889,0.875,-0.3982917379023851,1
4936,181caumdk1,1298,0,carrot,vegetables,61,0.999,0.875,-0.015028558610303744,1
4937,181caumdk1,1298,0,grape,fruits,7,1.0,0.875,-1.1579603179296847,1
4938,181caumdk1,1298,0,banana,fruits,67,0.722,0.675,9.999950000398841e-06,0
4939,181caumdk1,1298,0,corn,vegetables,43,0.721,0.45,-0.3982917379023851,0
4940,181caumdk1,1299,4,leisure,activities,35,0.947,0.742,-3.6505726374388012,1
4941,181caumdk1,1299,4,grape,fruits,14,0.988,0.875,-1.1579603179296847,1
4942,181caumdk1,1299,4,banana,fruits,68,0.965,0.875,9.999950000398841e-06,1
4943,181caumdk1,1299,4,working,activities,26,0.947,0.625,-4.129446133086593,1
4944,181caumdk1,1300,3,celery,vegetables,53,0.955,0.725,-0.16826240595420835,1
4945,181caumdk1,1300,3,efficiency,features,27,0.946,0.675,-3.436635922643991,1
4946,181caumdk1,1300,3,speed,features,62,0.993,0.85,-2.6734566059538247,1
4947,181caumdk1,1300,3,eggplant,vegetables,17,0.998,0.85,-0.21717011946923673,1
4948,181caumdk1,1301,2,leisure,activities,9,0.779,0.652,-3.6505726374388012,1
4949,181caumdk1,1301,2,safety,features,64,0.76,0.742,-2.629543317344972,0
4950,181caumdk1,1301,2,comfort,features,45,0.644,0.672,-11.512925464970229,0
4951,181caumdk1,1301,2,working,activities,26,0.707,0.625,-4.129446133086593,1
4952,181caumdk1,1302,1,driving,activities,68,0.997,0.675,-2.7531029318499223,1
4953,181caumdk1,1302,1,peach,fruits,60,1.0,0.825,-0.10535879219645802,1
4954,181caumdk1,1302,1,cherry,fruits,49,0.999,0.875,-0.04344806670581117,1
4955,181caumdk1,1302,1,sleeping,activities,24,0.998,0.8,-1.9968185602622677,1
4956,181caumdk1,1303,7,driving,activities,68,0.824,0.675,-2.7531029318499223,0
4957,181caumdk1,1303,7,efficiency,features,51,0.858,0.732,-3.436635922643991,1
4958,181caumdk1,1303,7,speed,features,48,0.879,0.742,-2.6734566059538247,0
4959,181caumdk1,1303,7,sleeping,activities,24,0.983,0.8,-1.9968185602622677,0
4960,181caumdk1,1304,3,speed,features,62,0.993,0.85,-2.6734566059538247,1
4961,181caumdk1,1304,3,eggplant,vegetables,17,0.998,0.85,-0.21717011946923673,1
4962,181caumdk1,1304,3,celery,vegetables,53,0.955,0.725,-0.16826240595420835,1
4963,181caumdk1,1304,3,efficiency,features,27,0.946,0.675,-3.436635922643991,1
4964,181caumdk1,1305,1,cherry,fruits,49,0.999,0.875,-0.04344806670581117,1
4965,181caumdk1,1305,1,sleeping,activities,24,0.998,0.8,-1.9968185602622677,1
4966,181caumdk1,1305,1,driving,activities,68,0.997,0.675,-2.7531029318499223,1
4967,181caumdk1,1305,1,peach,fruits,60,1.0,0.825,-0.10535879219645802,1
4968,181caumdk1,1306,2,comfort,features,45,0.644,0.672,-11.512925464970229,1
4969,181caumdk1,1306,2,working,activities,26,0.707,0.625,-4.129446133086593,1
4970,181caumdk1,1306,2,leisure,activities,9,0.779,0.652,-3.6505726374388012,1
4971,181caumdk1,1306,2,safety,features,64,0.76,0.742,-2.629543317344972,1
4972,181caumdk1,1307,7,speed,features,48,0.879,0.742,-2.6734566059538247,1
4973,181caumdk1,1307,7,sleeping,activities,24,0.983,0.8,-1.9968185602622677,1
4974,181caumdk1,1307,7,driving,activities,68,0.824,0.675,-2.7531029318499223,1
4975,181caumdk1,1307,7,efficiency,features,51,0.858,0.732,-3.436635922643991,1
4976,181caumdk1,1308,4,banana,fruits,68,0.965,0.875,9.999950000398841e-06,1
4977,181caumdk1,1308,4,working,activities,26,0.947,0.625,-4.129446133086593,1
4978,181caumdk1,1308,4,leisure,activities,35,0.947,0.742,-3.6505726374388012,1
4979,181caumdk1,1308,4,grape,fruits,14,0.988,0.875,-1.1579603179296847,1
4980,181caumdk1,1309,0,banana,fruits,67,0.722,0.675,9.999950000398841e-06,1
4981,181caumdk1,1309,0,corn,vegetables,43,0.721,0.45,-0.3982917379023851,1
4982,181caumdk1,1309,0,carrot,vegetables,61,0.999,0.875,-0.015028558610303744,1
4983,181caumdk1,1309,0,grape,fruits,7,1.0,0.875,-1.1579603179296847,1
4984,181caumdk1,1310,6,comfort,features,45,0.865,0.672,-11.512925464970229,1
4985,181caumdk1,1310,6,corn,vegetables,68,0.889,0.875,-0.3982917379023851,1
4986,181caumdk1,1310,6,carrot,vegetables,61,0.986,0.875,-0.015028558610303744,1
4987,181caumdk1,1310,6,safety,features,64,0.816,0.742,-2.629543317344972,1
4988,181caumdk1,1311,5,cherry,fruits,62,1.0,0.875,-0.04344806670581117,1
4989,181caumdk1,1311,5,eggplant,vegetables,1,1.0,0.75,-0.21717011946923673,1
4990,181caumdk1,1311,5,celery,vegetables,66,1.0,0.742,-0.16826240595420835,1
4991,181caumdk1,1311,5,peach,fruits,60,1.0,0.825,-0.10535879219645802,1
4992,181caumdk1,1312,1,cherry,fruits,49,0.999,0.875,-0.04344806670581117,1
4993,181caumdk1,1312,1,sleeping,activities,24,0.998,0.8,-1.9968185602622677,1
4994,181caumdk1,1312,1,driving,activities,68,0.997,0.675,-2.7531029318499223,1
4995,181caumdk1,1312,1,peach,fruits,60,1.0,0.825,-0.10535879219645802,1
4996,181caumdk1,1313,4,banana,fruits,68,0.965,0.875,9.999950000398841e-06,1
4997,181caumdk1,1313,4,working,activities,26,0.947,0.625,-4.129446133086593,1
4998,181caumdk1,1313,4,leisure,activities,35,0.947,0.742,-3.6505726374388012,1
4999,181caumdk1,1313,4,grape,fruits,14,0.988,0.875,-1.1579603179296847,1
5000,181caumdk1,1314,7,speed,features,48,0.879,0.742,-2.6734566059538247,0
5001,181caumdk1,1314,7,sleeping,activities,24,0.983,0.8,-1.9968185602622677,1
5002,181caumdk1,1314,7,driving,activities,68,0.824,0.675,-2.7531029318499223,1
5003,181caumdk1,1314,7,efficiency,features,51,0.858,0.732,-3.436635922643991,0
5004,181caumdk1,1315,6,comfort,features,45,0.865,0.672,-11.512925464970229,0
5005,181caumdk1,1315,6,corn,vegetables,68,0.889,0.875,-0.3982917379023851,1
5006,181caumdk1,1315,6,carrot,vegetables,61,0.986,0.875,-0.015028558610303744,1
5007,181caumdk1,1315,6,safety,features,64,0.816,0.742,-2.629543317344972,0
5008,181caumdk1,1316,0,banana,fruits,67,0.722,0.675,9.999950000398841e-06,1
5009,181caumdk1,1316,0,corn,vegetables,43,0.721,0.45,-0.3982917379023851,1
5010,181caumdk1,1316,0,carrot,vegetables,61,0.999,0.875,-0.015028558610303744,1
5011,181caumdk1,1316,0,grape,fruits,7,1.0,0.875,-1.1579603179296847,1
5012,181caumdk1,1317,3,speed,features,62,0.993,0.85,-2.6734566059538247,1
5013,181caumdk1,1317,3,eggplant,vegetables,17,0.998,0.85,-0.21717011946923673,1
5014,181caumdk1,1317,3,celery,vegetables,53,0.955,0.725,-0.16826240595420835,1
5015,181caumdk1,1317,3,efficiency,features,27,0.946,0.675,-3.436635922643991,1
5016,181caumdk1,1318,2,comfort,features,45,0.644,0.672,-11.512925464970229,1
5017,181caumdk1,1318,2,working,activities,26,0.707,0.625,-4.129446133086593,1
5018,181caumdk1,1318,2,leisure,activities,9,0.779,0.652,-3.6505726374388012,1
5019,181caumdk1,1318,2,safety,features,64,0.76,0.742,-2.629543317344972,1
5020,181caumdk1,1319,5,cherry,fruits,62,1.0,0.875,-0.04344806670581117,1
5021,181caumdk1,1319,5,eggplant,vegetables,1,1.0,0.75,-0.21717011946923673,1
5022,181caumdk1,1319,5,celery,vegetables,66,1.0,0.742,-0.16826240595420835,1
