concept,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
blueberry,0.30612299090743367,0.3046788012631784,0.3046788012631784,0.304035563,0.44221150559080963,0.38007480505720925,0.39223943276518497,0.16198353554795675,0.16320519830815758,0.15010146519571582,0.3882459993396857,0.4390595418234368,0.4651615134248245,0.42425957980267365,0.21103926146204025,0.2180067164687345,0.19510683580504742,0.16886325857263984,0.1730394188982428,0.15002274345922484,0.17233401613000027,0.20829480134394057,0.3336393252722957,0.3230949437766078,0.16750974512232794,0.1705496384445362,0.17381927966014946,0.17825476219577163,0.17846768353542522,0.17476932768927383,0.18680244416681047,0.20245016397196886,0.19101190151663644,0.16482304637604547,0.15106257164748416,0.19657910465625852,0.19068384062160157,0.2030204241951675,0.21385377164760563,0.2134272352995041,0.20506172922911192,0.19688110888360152,0.21539139034244018,0.20380721278176667,0.1944019473573556,0.16483837689063754,0.1762192599496083,0.17523259065032912,0.14844901274694083,0.1389940403205164,0.19724643524692034,0.1951367710188841,0.19012596159261125,0.2057477778181588,0.20204764435165376,0.19553905185368975,0.17021808614299833,0.16776769362218916,0.16241162910056514,0.15591574579454773,0.15491208651553626,0.15011265564577198,0.13714075839857093,0.17081639096129203,0.17649939049869684,0.17535750973168307,0.1877375499164624,0.18459160171793826,0.1566411990360055,0.1535199239297933,0.14880784124740262
boat,0.2683878652216561,0.26589541418386653,0.26589541418386653,0.26589371,0.33919019302324455,0.2800547284034965,0.2829495111489597,0.1388477216168685,0.13921502706507338,0.14192253295522458,0.37533566791554435,0.3529004679558012,0.38448658526396345,0.3641271206498137,0.15370451575640237,0.15673673132792226,0.1521605790374811,0.13893877311722044,0.13932940100946106,0.1424954203462399,0.1559248398935592,0.2028229356509039,0.31890628650271713,0.3046226719875997,0.187164597,0.20436579079736894,0.20910811029626572,0.21366501367394006,0.18482191642222295,0.21102725337276834,0.2047078365915768,0.18337168672623594,0.17694994990878765,0.14958949656434575,0.1439515727791276,0.1458319247911525,0.14348208769812698,0.16272939973956782,0.16649953671165507,0.16430090721369164,0.15794881530456767,0.22984024247083656,0.2519719174228138,0.21669232212008965,0.2108048350370188,0.21887302779838347,0.22921319131997986,0.2045645913110437,0.1643337417190071,0.14300502343716676,0.1442685949875335,0.14413743510545352,0.1436403271922058,0.1567868586462204,0.15372550789822487,0.1490328609800993,0.18660768665954355,0.17641006740992174,0.16634118878176354,0.19829793766873655,0.18659361757342338,0.17547255853030996,0.1427424446012201,0.14246349172279835,0.14284281924804926,0.14283000108369012,0.14768765642911827,0.14672025842088932,0.1546879733265539,0.15207347955481068,0.16701275223354775
car,0.19899352746209314,0.19397487510416536,0.19397487510416536,0.19389360259259256,0.22979407711524805,0.21250829685277425,0.2127051692251672,0.1463402336653231,0.14629954854532307,0.14383486854844516,0.25155726099226894,0.28282685093467586,0.29466356654707876,0.2668300916049129,0.19194126964026026,0.18244298465901088,0.15470637708954696,0.14574543387485728,0.1459036597363629,0.14989216916077047,0.14021306886024926,0.15840574028906562,0.2097545716979076,0.20773310766857275,0.30977502439478777,0.317479727,0.311726461,0.27596624155800586,0.17969511791700107,0.26003932411007213,0.2258655144752015,0.20371045897817092,0.17502497622469004,0.1838997288876216,0.16875844782734614,0.1418318089374669,0.1406532153695298,0.17672074628048887,0.17983968696995986,0.16523695110432207,0.15752232680819217,0.21037984628140002,0.21411477722350197,0.1819219089511344,0.1831265568607448,0.2216615951839317,0.2213102002273813,0.18431771645912137,0.21101221372420315,0.1939348795081881,0.14280899829181568,0.14107228168617036,0.13951499883233595,0.14672128305416993,0.14281401550831793,0.14093452105126297,0.15149623405217488,0.14689849819222311,0.143602961,0.17985630304838848,0.1678975177733757,0.18447455764418905,0.18583219917730087,0.13870580693497941,0.1390917679176633,0.1390917679176633,0.14088991053734212,0.13922645885163068,0.14330882984957066,0.1412740074344997,0.15981922857705058
carrot,0.16849705624898897,0.14565213241806205,0.14565213241806205,0.136658022,0.15109391240855455,0.14617176347672525,0.15161122336686586,0.15233596381628883,0.16119496454658364,0.14678865288522253,0.14281446325676922,0.14539245379971094,0.14655979875310873,0.1416903214691955,0.1460447909364337,0.14879148699400654,0.1436512151131837,0.145895591,0.1513091823462988,0.16963304748023944,0.1614986396360467,0.1589584438716751,0.14012708046599298,0.13926581317238568,0.1508819052642523,0.15228371780635583,0.14908254128448914,0.14855435998644903,0.1527642134720926,0.1468908099466538,0.18227743509163713,0.16235311085768123,0.14801890856352312,0.17765068366474288,0.19037472694676422,0.17845264317136014,0.17460028528420155,0.17528481870328802,0.18573264039800608,0.18373514149801853,0.1794412554638741,0.19667925534775596,0.224074424,0.20619215159390183,0.3662894911316569,0.25098076743961345,0.2916735213623387,0.4215490956162586,0.3910511577328958,0.3551667285221335,0.19737806067074753,0.19339967662757326,0.18544209604970235,0.19489942954973152,0.1878504494731554,0.18224324772947262,0.2738039785787427,0.2644932278749149,0.25463604135621704,0.5205930573180607,0.4982330264667742,0.5064911573351073,0.36829894592891665,0.15521816983777317,0.17330990835894083,0.17142686015818778,0.21079543474376178,0.2017339340268496,0.26097342475407087,0.24955820575954865,0.48565943519023663
celery,0.15208699612150992,0.14576488068946994,0.14591273446965725,0.14576042496987654,0.1738438115200946,0.16210702919865047,0.17183292117064017,0.14015176669790583,0.146221414,0.14263479382896974,0.16708388849345687,0.15966402472375119,0.16580271386907297,0.1656199260776481,0.15168903935820305,0.15672087646255323,0.15539403986746297,0.15202395009572975,0.16171150151896116,0.14872470138824676,0.35902042716293603,0.35878062194379257,0.16063681572904934,0.15731595118858194,0.14222606926482115,0.1432658952331191,0.14479098385922382,0.1521855928301926,0.16833981747874355,0.15159369874713977,0.17376123968709614,0.16055200519607166,0.15633326874890238,0.1705288882340474,0.1499965081750593,0.46022405353681356,0.4405919919276558,0.45228377581060725,0.5156876522807472,0.5047797469463444,0.47501644583750013,0.28647891931134184,0.34942322817557664,0.33765371894298896,0.28501378847005365,0.20012891073056632,0.21362704090497805,0.18830154110595396,0.17445323995739107,0.14335077163545754,0.49234882065157687,0.4816946974605852,0.45646828326238875,0.5353932247580874,0.5177238993622215,0.4874086975343325,0.37619645423373405,0.35667902744083846,0.3219904312639637,0.22851193188271382,0.22139584063923753,0.17225605216720483,0.1377742993990914,0.36837694781227354,0.43432712908180765,0.42579062803900336,0.4810361989176694,0.45866081620941296,0.31412176748760984,0.28808577217576414,0.19613632839949374
cherry,0.14400359545354688,0.1402202329491069,0.14037817470479372,0.1365817720738059,0.1531150262142371,0.14994586720747616,0.15100924534104207,0.1525269841671646,0.1532967712702039,0.18714711877796472,0.14611138559784403,0.15114467014567176,0.15279257532070567,0.1482465294137616,0.16564933901474646,0.1677761827265371,0.15720436908587693,0.18089488578370583,0.18678826950639274,0.21191264477959354,0.17924802006570595,0.18983354982610814,0.1476374071558565,0.14567551761256456,0.20378396570478866,0.20371728785601018,0.19951443956627685,0.19728990823739687,0.2345424453104147,0.19070946943151557,0.2859837820803591,0.3035443548799636,0.25447188753980193,0.33309232133385713,0.2909438107448622,0.2040490518427544,0.1934779078800654,0.21682615510945968,0.22864930454001128,0.23154251637773612,0.22040726592878415,0.21055944577861613,0.222801258,0.20013513200850314,0.19298564658226403,0.29675917558007797,0.2937400666081106,0.21849263886768616,0.3873998846074306,0.3377831719966919,0.21494434788066547,0.20803936525677147,0.1956748430075195,0.23139184300523657,0.21985378704014408,0.20748156487580866,0.19941979649667788,0.18511993812059468,0.17371551217692177,0.24397113926293726,0.2049286155995199,0.2627297407283674,0.31119755824454726,0.17913856409233547,0.1916277865655323,0.18575530429979262,0.2041461796174488,0.19264851379639528,0.1716984068592112,0.1588483315136945,0.1699498141709973
comfort,0.19135496658652337,0.19334750915358484,0.19284185,0.18577232688858317,0.21953310790569766,0.20520624007983104,0.21099165924535898,0.15848837858516351,0.1602189926409357,0.18030524285886956,0.2239824231623341,0.23734649333849195,0.2663889996514935,0.26134929960925374,0.1886712352066145,0.20718004662865377,0.19614760843667842,0.1625592348598069,0.16606495637213264,0.18079336438248297,0.1769360311401092,0.197676879,0.2147798635422758,0.2097032285556648,0.1757908133716387,0.21504620337246205,0.22789825821739515,0.24573722257337102,0.2544907012598409,0.2402139904464198,0.22386708283004014,0.2181425941600451,0.20624659345078253,0.19482055308985433,0.18342082211872862,0.18826267321366907,0.18565089120023417,0.2002829837518778,0.21757888159259903,0.22979089799778268,0.22454213450570432,0.22756900486082327,0.24961307817323905,0.21719303,0.21375023982458313,0.22873073282455642,0.24007228789959675,0.1974634194425714,0.18778540237436464,0.16397047187799238,0.18594271702912465,0.1856926823935265,0.18436653805837014,0.20148493833321107,0.19779154450080158,0.19443475869363933,0.18148080216711746,0.17844119024021998,0.1720772080487785,0.1936001718344235,0.19057262343820133,0.1707486080518258,0.15449859725468948,0.1752316338071978,0.1856451441107061,0.184811263,0.1853475583984019,0.18432096234962564,0.15640664578506078,0.15578520656861714,0.16426038193291168
corn,0.15126202046884607,0.13634732915211317,0.13634732915211317,0.1363303767693827,0.15632451411954512,0.1486881572332712,0.15974785530149768,0.14480479768078575,0.1648649043015758,0.1393370947053642,0.14721434099990952,0.14147529336645345,0.1476246834995828,0.14784224016124062,0.1433313768038979,0.14920034661582568,0.14830328367994747,0.1486314125883879,0.15941360380067776,0.15426761395232172,0.19054451612330092,0.18411040882570753,0.1433029501138328,0.14261238304191418,0.14351108457719572,0.14145208085061348,0.1427965444760675,0.1477494106995412,0.15800315560546765,0.14716275029674197,0.1655638089955379,0.1529689420744272,0.15001325149814923,0.16182756838503268,0.16932231180437157,0.21352076266181008,0.2070912245235802,0.2009019164833091,0.23044111450932678,0.23678601687046966,0.23094112407222042,0.2258561121086535,0.29528829999328465,0.4089486663284018,0.35268014952945353,0.2342872088810272,0.2957484446183257,0.35775828430292694,0.2100914899277682,0.1805419588076784,0.2407875889026399,0.2408160963231793,0.23640654136633327,0.32051014938901495,0.32286820730328436,0.31227654871795885,0.48290439812979463,0.48288256280572894,0.46435401900652706,0.4250433900559442,0.42098334522403247,0.3692112508729282,0.19836481197654432,0.1828413607275466,0.23229696104161965,0.2307260733128218,0.32377312636791294,0.3173637539635615,0.454687781,0.43978275547938817,0.4009548690677719
dawn,0.18196383052236673,0.17420892987917028,0.17421282230248716,0.17344647310683128,0.20422704352555232,0.19113271753461766,0.19494175769331815,0.15633865711396913,0.15948698217879556,0.16493275969935411,0.2014509657277252,0.21300720098793355,0.22115737122396822,0.20701786868665975,0.18296197714015555,0.188240558,0.17582206578061083,0.16906314808060163,0.17635168193235032,0.1783206673686468,0.16046261034454687,0.17611618413124358,0.19635079584977422,0.1931674975887034,0.18643475739788248,0.1795811481619353,0.18620422751783636,0.18426690411433908,0.1716237283707928,0.18089691770071642,0.24953528672546324,0.228917823,0.2181510090144659,0.21412167060127682,0.18677479013702486,0.1623192777683312,0.16059357518139325,0.173071625,0.18509133367793465,0.18919472132338194,0.18336391780882735,0.25981437477426367,0.2974900976229208,0.2552189241364813,0.30402136337000324,0.2850020661100763,0.33201842,0.3375975364377525,0.24747944764228483,0.1881260806138458,0.15649402194131484,0.1602599259393317,0.1595078320146649,0.1813703722324041,0.1886241932710375,0.1848373350499713,0.25179883415352833,0.25439360278721646,0.24266669294540463,0.3330593153410805,0.33249486806372985,0.29748011759877807,0.18468102527622487,0.15010037300104706,0.15664785056343705,0.15660353360040707,0.17889684839960068,0.17857494529488288,0.2134400479087716,0.21070207845615133,0.27814470571852434
day,0.3177035926190579,0.2915095333794613,0.29196365070544295,0.2884500576757202,0.3950094737182225,0.3366922925357878,0.35335278712100393,0.14627997093196923,0.14757498057818932,0.1638733312024182,0.36429939146158674,0.3675750732403927,0.4191925039887582,0.4059978410677186,0.16649634813449454,0.18527979794435537,0.18575480159645066,0.1413264921469405,0.14456413445096275,0.16619009209460547,0.1693168638178186,0.19096970120528495,0.3221855884227428,0.31881617111217936,0.16320229902947883,0.16116172593251613,0.1704941381041649,0.19519999961470463,0.20226586473534186,0.19377978078609004,0.1732375482299095,0.2050801029495829,0.2098176918157824,0.18030208265931827,0.16662182051349933,0.17282191630202126,0.17108085909790732,0.18355812681486966,0.19482481796393888,0.20891605927297088,0.20389463395691637,0.18922019818703018,0.2256379202184888,0.23879378490291794,0.22612714612345994,0.18030937564149602,0.19602524696679247,0.1884209554520333,0.15599713114905495,0.1443056692130956,0.17213828175195475,0.17379579169013787,0.17257002837664787,0.19644160360589993,0.19840607376619002,0.19524825259340725,0.21172056856218305,0.2118049198695002,0.20692401313433165,0.1949132024079083,0.19532541025054753,0.1703511585074829,0.14700692010120744,0.1613779754693313,0.17454733269296013,0.17415749208732909,0.1880585448764898,0.18696731338019973,0.1892557480047226,0.18732526939997768,0.1757650369040086
disgust,0.17835156275964373,0.17018950114206446,0.17023054785824143,0.16949970386073387,0.20050411721678993,0.19159234734632583,0.1999381737975849,0.15123018423845863,0.15170969977050694,0.14812209683401895,0.2112201309969103,0.19344262746557864,0.20460550272098493,0.19764271594412516,0.17479254105876565,0.18367406273822387,0.1733436252664625,0.16267055604087519,0.16943331495295982,0.1499630729990211,0.2740459873881829,0.27741632365996377,0.20009927194938565,0.1975880156803638,0.17542832587340051,0.18745253613588447,0.19238812297197097,0.20176814849187227,0.21136716799282776,0.1961971031958461,0.1990758508208063,0.18896546582863216,0.1800914671747492,0.183533737,0.15369328341208405,0.31282537199040483,0.2992218989842366,0.3165562540094681,0.3517552666835488,0.34862353631485166,0.332027178,0.21360829975387408,0.2758120431482431,0.26775436953564224,0.2501384988222843,0.2068073737847796,0.24731364467874872,0.21989134774433708,0.18037541802471102,0.1471828482947715,0.3157775572834302,0.3053343961054081,0.29324921105174656,0.3384650515102597,0.3226477451430695,0.3094286796480627,0.24094091080775498,0.23253710999267857,0.22557983351869748,0.19703178777436958,0.19531937765566706,0.16058581731172278,0.14563848401889548,0.24482018379937764,0.27298141341555054,0.269023398,0.301065962,0.2933654172868167,0.2067558569378834,0.20363585483224567,0.16986978518100565
